full_name,email,country,political_group,national_party,id,profile_url
Marcos ROS SEMPERE,marcos.ros@europarl.europa.eu,ESP,S&D,org/6667,204413,https://www.europarl.europa.eu/meps/en/204413
Sven MIKSER,sven.mikser@europarl.europa.eu,EST,S&D,org/6665,197497,https://www.europarl.europa.eu/meps/en/197497
Manon AUBRY,manon.aubry@europarl.europa.eu,FRA,The Left,org/6878,197533,https://www.europarl.europa.eu/meps/en/197533
Mathilde ANDROUËT,mathilde.androuet@europarl.europa.eu,FRA,PfE,org/6848,197691,https://www.europarl.europa.eu/meps/en/197691
Pina PICIERNO,giuseppina.picierno@europarl.europa.eu,ITA,S&D,org/6675,124846,https://www.europarl.europa.eu/meps/en/124846
Julien LEONARDELLI,julien.leonardelli@europarl.europa.eu,FRA,PfE,org/6848,256895,https://www.europarl.europa.eu/meps/en/256895
Arba KOKALARI,arba.kokalari@europarl.europa.eu,SWE,EPP,org/6713,197406,https://www.europarl.europa.eu/meps/en/197406
Christine SCHNEIDER,christine.schneider@europarl.europa.eu,DEU,EPP,org/6771,197422,https://www.europarl.europa.eu/meps/en/197422
Eugen TOMAC,eugen.tomac@europarl.europa.eu,ROU,Renew,org/6710,197672,https://www.europarl.europa.eu/meps/en/197672
Tomáš KUBÍN,tomas.kubin@europarl.europa.eu,CZE,PfE,org/6794,261038,https://www.europarl.europa.eu/meps/en/261038
Martine KEMP,martine.kemp@europarl.europa.eu,LUX,EPP,org/6683,249603,https://www.europarl.europa.eu/meps/en/249603
Fabrice LEGGERI,fabrice.leggeri@europarl.europa.eu,FRA,PfE,org/6848,256872,https://www.europarl.europa.eu/meps/en/256872
Kathleen VAN BREMPT,kathleen.vanbrempt@europarl.europa.eu,BEL,S&D,org/6912,5729,https://www.europarl.europa.eu/meps/en/5729
Maria GUZENINA,maria.guzenina@europarl.europa.eu,FIN,S&D,org/6672,256803,https://www.europarl.europa.eu/meps/en/256803
Borys BUDKA,borys.budka@europarl.europa.eu,POL,EPP,org/6703,257047,https://www.europarl.europa.eu/meps/en/257047
Pascale PIERA,pascale.piera@europarl.europa.eu,FRA,PfE,org/6848,256877,https://www.europarl.europa.eu/meps/en/256877
David MCALLISTER,david.mcallister@europarl.europa.eu,DEU,EPP,org/6771,124806,https://www.europarl.europa.eu/meps/en/124806
Estrella GALÁN,estrella.galan@europarl.europa.eu,ESP,The Left,org/6949,257012,https://www.europarl.europa.eu/meps/en/257012
Nadine MORANO,nadine.morano@europarl.europa.eu,FRA,EPP,org/6827,72779,https://www.europarl.europa.eu/meps/en/72779
Michal WIEZIK,michal.wiezik@europarl.europa.eu,SVK,Renew,org/6874,197769,https://www.europarl.europa.eu/meps/en/197769
Vivien COSTANZO,vivien.costanzo@europarl.europa.eu,DEU,S&D,org/6772,256937,https://www.europarl.europa.eu/meps/en/256937
Cynthia NÍ MHURCHÚ,cynthia.nimhurchu@europarl.europa.eu,IRL,Renew,org/6741,257301,https://www.europarl.europa.eu/meps/en/257301
Anna BRYŁKA,anna.brylka@europarl.europa.eu,POL,PfE,org/6856,257064,https://www.europarl.europa.eu/meps/en/257064
Thomas WAITZ,thomas.waitz@europarl.europa.eu,AUT,Greens/EFA,org/6748,190464,https://www.europarl.europa.eu/meps/en/190464
Angelika NIEBLER,angelika.niebler@europarl.europa.eu,DEU,EPP,org/6776,4289,https://www.europarl.europa.eu/meps/en/4289
Christian DOLESCHAL,christian.doleschal@europarl.europa.eu,DEU,EPP,org/6776,197473,https://www.europarl.europa.eu/meps/en/197473
Henrik DAHL,henrik.dahl@europarl.europa.eu,DNK,EPP,org/6852,257028,https://www.europarl.europa.eu/meps/en/257028
Pierfrancesco MARAN,pierfrancesco.maran@europarl.europa.eu,ITA,S&D,org/6675,257727,https://www.europarl.europa.eu/meps/en/257727
Nikola MINCHEV,nikola.minchev@europarl.europa.eu,BGR,Renew,org/6932,257259,https://www.europarl.europa.eu/meps/en/257259
Thierry MARIANI,thierry.mariani@europarl.europa.eu,FRA,PfE,org/6848,197623,https://www.europarl.europa.eu/meps/en/197623
Bas EICKHOUT,bas.eickhout@europarl.europa.eu,NLD,Greens/EFA,org/7952,96725,https://www.europarl.europa.eu/meps/en/96725
Biljana BORZAN,biljana.borzan@europarl.europa.eu,HRV,S&D,org/6735,112748,https://www.europarl.europa.eu/meps/en/112748
Harald VILIMSKY,harald.vilimsky@europarl.europa.eu,AUT,PfE,org/6747,125001,https://www.europarl.europa.eu/meps/en/125001
Mieke ANDRIESE,mieke.andriese@europarl.europa.eu,NLD,PfE,org/6696,130881,https://www.europarl.europa.eu/meps/en/130881
Gheorghe FALCĂ,gheorghe.falca@europarl.europa.eu,ROU,EPP,org/6709,197649,https://www.europarl.europa.eu/meps/en/197649
Arkadiusz MULARCZYK,arkadiusz.mularczyk@europarl.europa.eu,POL,ECR,org/6702,257060,https://www.europarl.europa.eu/meps/en/257060
Gheorghe PIPEREA,gheorghe.piperea@europarl.europa.eu,ROU,ECR,org/6915,257115,https://www.europarl.europa.eu/meps/en/257115
Mounir SATOURI,mounir.satouri@europarl.europa.eu,FRA,Greens/EFA,org/6953,197500,https://www.europarl.europa.eu/meps/en/197500
Jan-Peter WARNKE,jan-peter.warnke@europarl.europa.eu,DEU,NI,org/6850,256967,https://www.europarl.europa.eu/meps/en/256967
Valérie HAYER,valerie.hayer@europarl.europa.eu,FRA,Renew,org/6935,135511,https://www.europarl.europa.eu/meps/en/135511
Birgit SIPPEL,birgit.sippel@europarl.europa.eu,DEU,S&D,org/6772,96932,https://www.europarl.europa.eu/meps/en/96932
Idoia MENDIA,idoia.mendia@europarl.europa.eu,ESP,S&D,org/6667,256994,https://www.europarl.europa.eu/meps/en/256994
Afroditi LATINOPOULOU,afroditi.latinopoulou@europarl.europa.eu,GRC,PfE,org/7013,256954,https://www.europarl.europa.eu/meps/en/256954
Beata SZYDŁO,beata.szydlo@europarl.europa.eu,POL,ECR,org/6702,197553,https://www.europarl.europa.eu/meps/en/197553
Mohammed CHAHIM,mohammed.chahim@europarl.europa.eu,NLD,S&D,org/7952,197782,https://www.europarl.europa.eu/meps/en/197782
Dario TAMBURRANO,dario.tamburrano@europarl.europa.eu,ITA,The Left,org/6674,124813,https://www.europarl.europa.eu/meps/en/124813
Anouk VAN BRUG,anouk.vanbrug@europarl.europa.eu,NLD,Renew,org/6691,257438,https://www.europarl.europa.eu/meps/en/257438
Merja KYLLÖNEN,merja.kyllonen@europarl.europa.eu,FIN,The Left,org/6795,124736,https://www.europarl.europa.eu/meps/en/124736
Sophie WILMÈS,sophie.wilmes@europarl.europa.eu,BEL,Renew,org/6756,220801,https://www.europarl.europa.eu/meps/en/220801
Marianne VIND,marianne.vind@europarl.europa.eu,DNK,S&D,org/6777,199941,https://www.europarl.europa.eu/meps/en/199941
Tomasz FROELICH,tomasz.froelich@europarl.europa.eu,DEU,ESN,org/6802,190574,https://www.europarl.europa.eu/meps/en/190574
Anna STROLENBERG,anna.strolenberg@europarl.europa.eu,NLD,Greens/EFA,org/6638,256990,https://www.europarl.europa.eu/meps/en/256990
Dan BARNA,dan.barna@europarl.europa.eu,ROU,Renew,org/6872,257110,https://www.europarl.europa.eu/meps/en/257110
Alessandra MORETTI,alessandra.moretti@europarl.europa.eu,ITA,S&D,org/6675,124799,https://www.europarl.europa.eu/meps/en/124799
Sirpa PIETIKÄINEN,sirpa.pietikainen@europarl.europa.eu,FIN,EPP,org/6726,40599,https://www.europarl.europa.eu/meps/en/40599
Damien CARÊME,damien.careme@europarl.europa.eu,FRA,The Left,org/6878,197574,https://www.europarl.europa.eu/meps/en/197574
Adrian-George AXINIA,adrian-george.axinia@europarl.europa.eu,ROU,ECR,org/6915,257117,https://www.europarl.europa.eu/meps/en/257117
Francisco ASSIS,francisco.assis@europarl.europa.eu,PRT,S&D,org/6706,28307,https://www.europarl.europa.eu/meps/en/28307
Johan VAN OVERTVELDT,johan.vanovertveldt@europarl.europa.eu,BEL,ECR,org/6754,125106,https://www.europarl.europa.eu/meps/en/125106
Joanna SCHEURING-WIELGUS,joanna.scheuring-wielgus@europarl.europa.eu,POL,S&D,org/6899,257084,https://www.europarl.europa.eu/meps/en/257084
